so_number,stage_name,sequence_order,vendor,surat_jalan_no,dispatch_date,qty_dispatched,received_date,qty_received,qty_reject,balance_discrepancy,status,_REKONSILIASI
SO-MG260251,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260251-SEWING_MAKLUN,2026-08-11,117,2026-08-11,117,60,-60,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260251,FINISHING,6,,IMP-2026-SO-MG260251-FINISHING,2026-08-11,117,2026-08-11,117,0,0,COMPLETED,OK - sama dengan prod
SO-MG260252,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260252-EMBROIDERY_MENTAH,2026-08-11,188,2026-08-11,188,0,0,COMPLETED,OK - sama dengan prod
SO-MG260252,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260252-SEWING_MAKLUN,2026-08-11,188,2026-08-11,188,135,-135,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260252,FINISHING,6,,IMP-2026-SO-MG260252-FINISHING,2026-08-11,188,2026-08-11,188,0,0,COMPLETED,OK - sama dengan prod
SO-MG260253,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260253-EMBROIDERY_MENTAH,2026-08-11,192,2026-08-11,192,0,0,COMPLETED,OK - sama dengan prod
SO-MG260253,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260253-SEWING_MAKLUN,2026-08-11,192,2026-08-11,192,139,-139,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260253,FINISHING,6,,IMP-2026-SO-MG260253-FINISHING,2026-08-11,192,2026-08-11,192,0,0,COMPLETED,OK - sama dengan prod
SO-MG260254,PRINT_MENTAH,1,,IMP-2026-SO-MG260254-PRINT_MENTAH,2026-07-27,189,2026-07-27,189,0,0,COMPLETED,OK - sama dengan prod
SO-MG260254,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260254-SEWING_MAKLUN,2026-07-27,156,2026-07-27,0,156,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260255,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260255-SEWING_MAKLUN,2026-07-27,156,2026-07-27,0,156,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260256,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260256-SEWING_MAKLUN,2026-07-27,613,2026-07-27,613,0,0,COMPLETED,OK - sama dengan prod
SO-MG260256,FINISHING,6,,IMP-2026-SO-MG260256-FINISHING,2026-07-27,613,2026-07-27,613,0,0,COMPLETED,OK - sama dengan prod
SO-MG260257,PRINT_MENTAH,1,,IMP-2026-SO-MG260257-PRINT_MENTAH,2026-07-27,1350,2026-07-27,1350,0,0,COMPLETED,OK - sama dengan prod
SO-MG260257,SEWING_MAKLUN,3,,IMP-2026-SO-MG260257-SEWING_MAKLUN,2026-07-27,1350,2026-07-27,0,1350,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260257,WASHING,4,,IMP-2026-SO-MG260257-WASHING,2026-07-27,2,2026-07-27,2,0,0,COMPLETED,OK - sama dengan prod
SO-MG260258,PRINT_MENTAH,1,,IMP-2026-SO-MG260258-PRINT_MENTAH,2026-07-27,1530,2026-07-27,1530,0,0,COMPLETED,OK - sama dengan prod
SO-MG260258,SEWING_MAKLUN,3,,IMP-2026-SO-MG260258-SEWING_MAKLUN,2026-07-27,1765,2026-07-27,0,1765,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260259,PRINT_MENTAH,1,,IMP-2026-SO-MG260259-PRINT_MENTAH,2026-07-27,1500,2026-07-27,1500,0,0,COMPLETED,OK - sama dengan prod
SO-MG260259,SEWING_MAKLUN,3,,IMP-2026-SO-MG260259-SEWING_MAKLUN,2026-07-27,1500,2026-07-27,0,1500,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260260,PRINT_MENTAH,1,,IMP-2026-SO-MG260260-PRINT_MENTAH,2026-07-27,1700,2026-07-27,1700,0,0,COMPLETED,OK - sama dengan prod
SO-MG260260,SEWING_MAKLUN,3,,IMP-2026-SO-MG260260-SEWING_MAKLUN,2026-07-27,1700,2026-07-27,0,1700,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260261,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260261-EMBROIDERY_MENTAH,2026-08-26,98,2026-08-26,98,0,0,COMPLETED,OK - sama dengan prod
SO-MG260261,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260261-SEWING_MAKLUN,2026-08-26,98,2026-08-26,98,0,0,COMPLETED,OK - sama dengan prod
SO-MG260261,FINISHING,6,,IMP-2026-SO-MG260261-FINISHING,2026-08-26,98,2026-08-26,98,0,0,COMPLETED,OK - sama dengan prod
SO-MG260262,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260262-EMBROIDERY_MENTAH,2026-08-26,92,2026-08-26,92,0,0,COMPLETED,OK - sama dengan prod
SO-MG260262,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260262-SEWING_MAKLUN,2026-08-26,92,2026-08-26,92,0,0,COMPLETED,OK - sama dengan prod
SO-MG260262,FINISHING,6,,IMP-2026-SO-MG260262-FINISHING,2026-08-26,92,2026-08-26,92,0,0,COMPLETED,OK - sama dengan prod
SO-MG260263,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260263-SEWING_MAKLUN,2026-08-11,280,2026-08-11,280,0,0,COMPLETED,OK - sama dengan prod
SO-MG260263,FINISHING,6,,IMP-2026-SO-MG260263-FINISHING,2026-08-11,280,2026-08-11,280,0,0,COMPLETED,OK - sama dengan prod
SO-MG260266,EMBROIDERY_MENTAH,2,,IMP-2026-SO-MG260266-EMBROIDERY_MENTAH,2026-08-12,1025,2026-08-12,1025,0,0,COMPLETED,OK - sama dengan prod
SO-MG260266,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260266-SEWING_MAKLUN,2026-08-12,1025,2026-08-12,3,1025,-3,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260266,WASHING,4,,IMP-2026-SO-MG260266-WASHING,2026-08-12,3,2026-08-12,3,0,0,COMPLETED,OK - sama dengan prod
SO-MG260266,FINISHING,6,,IMP-2026-SO-MG260266-FINISHING,2026-08-12,3,2026-08-12,3,0,0,COMPLETED,OK - sama dengan prod
SO-MG260267,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260267-SEWING_MAKLUN,2026-08-12,120,2026-08-12,120,0,0,COMPLETED,OK - sama dengan prod
SO-MG260267,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260267-EMBROIDERY_JADI,2026-08-12,120,2026-08-12,120,0,0,COMPLETED,OK - sama dengan prod
SO-MG260267,FINISHING,6,,IMP-2026-SO-MG260267-FINISHING,2026-08-12,120,2026-08-12,120,0,0,COMPLETED,OK - sama dengan prod
SO-MG260268,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260268-SEWING_MAKLUN,2026-08-12,100,2026-08-12,100,0,0,COMPLETED,OK - sama dengan prod
SO-MG260268,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260268-EMBROIDERY_JADI,2026-08-12,100,2026-08-12,100,0,0,COMPLETED,OK - sama dengan prod
SO-MG260268,FINISHING,6,,IMP-2026-SO-MG260268-FINISHING,2026-08-12,100,2026-08-12,100,0,0,COMPLETED,OK - sama dengan prod
SO-MG260269,SEWING_MAKLUN,3,MASTER PA PIAN,IMP-2026-SO-MG260269-SEWING_MAKLUN,2026-08-12,122,2026-08-12,122,1,-1,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260269,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260269-EMBROIDERY_JADI,2026-08-12,122,2026-08-12,122,0,0,COMPLETED,OK - sama dengan prod
SO-MG260269,FINISHING,6,,IMP-2026-SO-MG260269-FINISHING,2026-08-12,122,2026-08-12,122,0,0,COMPLETED,OK - sama dengan prod
SO-MG260270,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260270-SEWING_MAKLUN,2026-08-12,112,2026-08-12,112,0,0,COMPLETED,OK - sama dengan prod
SO-MG260270,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260270-EMBROIDERY_JADI,2026-08-12,112,2026-08-12,112,0,0,COMPLETED,OK - sama dengan prod
SO-MG260270,FINISHING,6,,IMP-2026-SO-MG260270-FINISHING,2026-08-12,112,2026-08-12,112,0,0,COMPLETED,OK - sama dengan prod
SO-MG260271,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260271-SEWING_MAKLUN,2026-08-12,120,2026-08-12,120,0,0,COMPLETED,OK - sama dengan prod
SO-MG260271,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260271-EMBROIDERY_JADI,2026-08-12,120,2026-08-12,120,0,0,COMPLETED,OK - sama dengan prod
SO-MG260271,FINISHING,6,,IMP-2026-SO-MG260271-FINISHING,2026-08-12,120,2026-08-12,120,0,0,COMPLETED,OK - sama dengan prod
SO-MG260272,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260272-SEWING_MAKLUN,2026-08-12,100,2026-08-12,100,0,0,COMPLETED,OK - sama dengan prod
SO-MG260272,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260272-EMBROIDERY_JADI,2026-08-12,100,2026-08-12,100,0,0,COMPLETED,OK - sama dengan prod
SO-MG260272,FINISHING,6,,IMP-2026-SO-MG260272-FINISHING,2026-08-12,100,2026-08-12,100,0,0,COMPLETED,OK - sama dengan prod
SO-MG260273,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260273-SEWING_MAKLUN,2026-08-14,142,2026-08-14,0,142,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260274,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260274-SEWING_MAKLUN,2026-08-14,140,2026-08-14,0,140,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260275,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260275-SEWING_MAKLUN,2026-08-16,335,2026-08-16,0,335,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260276,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260276-SEWING_MAKLUN,2026-08-16,337,2026-08-16,0,337,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260276,WASHING,4,,IMP-2026-SO-MG260276-WASHING,2026-08-16,272,2026-08-16,272,0,0,COMPLETED,OK - sama dengan prod
SO-MG260277,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260277-SEWING_MAKLUN,2026-08-16,323,2026-08-16,0,323,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260277,WASHING,4,,IMP-2026-SO-MG260277-WASHING,2026-08-16,70,2026-08-16,70,0,0,COMPLETED,OK - sama dengan prod
SO-MG260278,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260278-SEWING_MAKLUN,2026-08-16,310,2026-08-16,0,310,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260279,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260279-SEWING_MAKLUN,2026-08-16,147,2026-08-16,0,147,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260279,WASHING,4,,IMP-2026-SO-MG260279-WASHING,2026-08-16,140,2026-08-16,140,0,0,COMPLETED,OK - sama dengan prod
SO-MG260280,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260280-SEWING_MAKLUN,2026-08-16,70,2026-08-16,0,1,69,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260281,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260281-SEWING_MAKLUN,2026-08-16,68,2026-08-16,0,0,68,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260282,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260282-SEWING_MAKLUN,2026-08-16,66,2026-08-16,0,0,66,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260283,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260283-SEWING_MAKLUN,2026-08-16,59,2026-08-16,0,0,59,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260284,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260284-SEWING_MAKLUN,2026-08-16,66,2026-08-16,0,0,66,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260285,SEWING_MAKLUN,3,MASTER PA NANA,IMP-2026-SO-MG260285-SEWING_MAKLUN,2026-08-16,55,2026-08-16,0,0,55,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260286,PRINT_MENTAH,1,,IMP-2026-SO-MG260286-PRINT_MENTAH,2026-08-28,402,2026-08-28,402,0,0,COMPLETED,OK - sama dengan prod
SO-MG260286,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260286-SEWING_MAKLUN,2026-08-28,402,2026-08-28,0,402,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260287,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260287-SEWING_MAKLUN,2026-08-28,596,2026-08-28,0,596,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260288,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260288-SEWING_MAKLUN,2026-08-14,853,2026-08-14,0,853,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260290,PRINT_MENTAH,1,,IMP-2026-SO-MG260290-PRINT_MENTAH,2026-08-28,61,2026-08-28,61,0,0,COMPLETED,OK - sama dengan prod
SO-MG260290,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260290-SEWING_MAKLUN,2026-08-28,61,2026-08-28,0,61,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260291,PRINT_MENTAH,1,,IMP-2026-SO-MG260291-PRINT_MENTAH,2026-08-28,200,2026-08-28,200,0,0,COMPLETED,OK - sama dengan prod
SO-MG260291,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260291-SEWING_MAKLUN,2026-08-28,200,2026-08-28,0,200,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260292,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260292-SEWING_MAKLUN,2026-08-28,80,2026-08-28,0,80,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260293,SEWING_MAKLUN,3,,IMP-2026-SO-MG260293-SEWING_MAKLUN,2026-08-18,255,2026-08-18,0,255,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260294,SEWING_MAKLUN,3,,IMP-2026-SO-MG260294-SEWING_MAKLUN,2026-08-18,235,2026-08-18,0,235,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260296,SEWING_MAKLUN,3,,IMP-2026-SO-MG260296-SEWING_MAKLUN,2026-08-18,150,2026-08-18,0,150,0,PARTIAL_RECEIVED,OK - sama dengan prod
SO-MG260307,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260307-SEWING_MAKLUN,2026-08-28,132,2026-08-28,121,132,-121,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260307,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260307-EMBROIDERY_JADI,2026-08-28,121,2026-08-28,121,0,0,COMPLETED,OK - sama dengan prod
SO-MG260307,FINISHING,6,,IMP-2026-SO-MG260307-FINISHING,2026-08-28,121,2026-08-28,121,0,0,COMPLETED,OK - sama dengan prod
SO-MG260308,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260308-SEWING_MAKLUN,2026-08-28,96,2026-08-28,96,96,-96,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260308,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260308-EMBROIDERY_JADI,2026-08-28,96,2026-08-28,96,0,0,COMPLETED,OK - sama dengan prod
SO-MG260308,FINISHING,6,,IMP-2026-SO-MG260308-FINISHING,2026-08-28,96,2026-08-28,96,0,0,COMPLETED,OK - sama dengan prod
SO-MG260309,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260309-SEWING_MAKLUN,2026-08-28,108,2026-08-28,108,108,-108,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260309,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260309-EMBROIDERY_JADI,2026-08-28,108,2026-08-28,108,0,0,COMPLETED,OK - sama dengan prod
SO-MG260309,FINISHING,6,,IMP-2026-SO-MG260309-FINISHING,2026-08-28,108,2026-08-28,108,0,0,COMPLETED,OK - sama dengan prod
SO-MG260310,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260310-SEWING_MAKLUN,2026-08-28,108,2026-08-28,108,108,-108,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260310,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260310-EMBROIDERY_JADI,2026-08-28,108,2026-08-28,108,0,0,COMPLETED,OK - sama dengan prod
SO-MG260310,FINISHING,6,,IMP-2026-SO-MG260310-FINISHING,2026-08-28,108,2026-08-28,108,0,0,COMPLETED,OK - sama dengan prod
SO-MG260311,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260311-SEWING_MAKLUN,2026-08-28,120,2026-08-28,117,120,-117,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260311,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260311-EMBROIDERY_JADI,2026-08-28,117,2026-08-28,117,0,0,COMPLETED,OK - sama dengan prod
SO-MG260311,FINISHING,6,,IMP-2026-SO-MG260311-FINISHING,2026-08-28,117,2026-08-28,117,0,0,COMPLETED,OK - sama dengan prod
SO-MG260312,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260312-SEWING_MAKLUN,2026-08-28,102,2026-08-28,101,102,-101,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260312,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260312-EMBROIDERY_JADI,2026-08-28,101,2026-08-28,101,0,0,COMPLETED,OK - sama dengan prod
SO-MG260312,FINISHING,6,,IMP-2026-SO-MG260312-FINISHING,2026-08-28,101,2026-08-28,101,0,0,COMPLETED,OK - sama dengan prod
SO-MG260313,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260313-SEWING_MAKLUN,2026-08-28,108,2026-08-28,109,108,-109,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260313,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260313-EMBROIDERY_JADI,2026-08-28,109,2026-08-28,109,0,0,COMPLETED,OK - sama dengan prod
SO-MG260313,FINISHING,6,,IMP-2026-SO-MG260313-FINISHING,2026-08-28,109,2026-08-28,109,0,0,COMPLETED,OK - sama dengan prod
SO-MG260314,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260314-SEWING_MAKLUN,2026-08-28,78,2026-08-28,78,78,-78,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260314,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260314-EMBROIDERY_JADI,2026-08-28,78,2026-08-28,78,0,0,COMPLETED,OK - sama dengan prod
SO-MG260314,FINISHING,6,,IMP-2026-SO-MG260314-FINISHING,2026-08-28,78,2026-08-28,78,0,0,COMPLETED,OK - sama dengan prod
SO-MG260315,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260315-SEWING_MAKLUN,2026-08-28,88,2026-08-28,88,88,-88,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260315,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260315-EMBROIDERY_JADI,2026-08-28,88,2026-08-28,88,0,0,COMPLETED,OK - sama dengan prod
SO-MG260315,FINISHING,6,,IMP-2026-SO-MG260315-FINISHING,2026-08-28,88,2026-08-28,88,0,0,COMPLETED,OK - sama dengan prod
SO-MG260316,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260316-SEWING_MAKLUN,2026-08-28,88,2026-08-28,88,88,-88,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260316,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260316-EMBROIDERY_JADI,2026-08-28,88,2026-08-28,88,0,0,COMPLETED,OK - sama dengan prod
SO-MG260316,FINISHING,6,,IMP-2026-SO-MG260316-FINISHING,2026-08-28,88,2026-08-28,88,0,0,COMPLETED,OK - sama dengan prod
SO-MG260317,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260317-SEWING_MAKLUN,2026-08-28,104,2026-08-28,104,104,-104,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260317,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260317-EMBROIDERY_JADI,2026-08-28,104,2026-08-28,104,0,0,COMPLETED,OK - sama dengan prod
SO-MG260317,FINISHING,6,,IMP-2026-SO-MG260317-FINISHING,2026-08-28,104,2026-08-28,104,0,0,COMPLETED,OK - sama dengan prod
SO-MG260318,SEWING_MAKLUN,3,AL-ITIHAD GARMENT,IMP-2026-SO-MG260318-SEWING_MAKLUN,2026-08-28,82,2026-08-28,81,82,-81,DISCREPANCY_FLAG,DISCREPANCY_FLAG - setia pada angka sumber (bukan bug impor)
SO-MG260318,EMBROIDERY_JADI,5,,IMP-2026-SO-MG260318-EMBROIDERY_JADI,2026-08-28,81,2026-08-28,81,0,0,COMPLETED,OK - sama dengan prod
SO-MG260318,FINISHING,6,,IMP-2026-SO-MG260318-FINISHING,2026-08-28,81,2026-08-28,81,0,0,COMPLETED,OK - sama dengan prod
SO-MG260322,PRINT_MENTAH,1,,IMP-2026-SO-MG260322-PRINT_MENTAH,2026-08-26,694,2026-08-26,694,0,0,COMPLETED,OK - sama dengan prod
SO-MG260323,PRINT_MENTAH,1,,IMP-2026-SO-MG260323-PRINT_MENTAH,2026-08-26,693,2026-08-26,693,0,0,COMPLETED,OK - sama dengan prod
SO-MG260324,PRINT_MENTAH,1,,IMP-2026-SO-MG260324-PRINT_MENTAH,2026-08-26,693,2026-08-26,693,0,0,COMPLETED,OK - sama dengan prod
